TOTAL NAI,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15
,main clause,NRRC,expressive,main clause discover,main clause (with nom app),VP impl of stupid,complement of glad,nom app,complement of annoyed,VP impl of smart,main clause of glad,again,complement of discover,main clause annoyed,
8,0,1,1,0,0,0,1,1,1,1,0,1,1,0,
10,0,1,1,1,0,1,1,1,1,1,0,1,1,0,
7,0,0,0,1,0,1,1,1,1,0,0,1,0,1,
6,0,1,1,0,0,0,1,1,1,0,0,1,0,0,
5,0,1,1,0,0,0,1,1,0,1,0,0,0,0,
6,0,1,1,0,0,0,1,1,1,0,0,1,0,0,
6,0,1,1,0,0,0,0,1,1,0,0,1,1,0,
3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,
6,0,1,1,1,0,0,1,1,0,0,0,1,0,0,
5,0,1,1,0,0,0,0,1,1,0,0,0,0,1,
7,0,1,1,1,0,0,1,1,1,0,0,0,1,0,No
7,0,1,1,1,0,0,1,1,0,0,0,1,0,1,
6,0,1,1,1,0,0,0,1,0,0,1,1,0,0,
5,0,1,1,1,0,0,0,1,0,1,0,0,0,0,
5,0,1,1,1,0,0,1,0,1,0,0,0,0,0
9,0,1,1,1,0,0,1,1,1,1,0,1,1,0
5,0,1,1,0,0,0,1,1,1,0,0,0,0,0
5,0,0,1,1,0,0,0,1,1,0,0,1,0,0
6,0,1,1,0,0,0,1,1,1,0,0,0,1,0
8,0,1,1,1,0,0,1,1,1,0,0,1,1,0
9,0,1,1,0,0,1,1,1,1,1,0,1,1,0
8,0,1,1,1,0,0,1,1,1,0,0,1,1,0
5,0,1,1,0,0,0,1,1,1,0,0,0,0,0
8,0,1,1,1,0,0,0,1,1,1,0,1,1,0
5,0,1,1,0,0,0,1,1,1,0,0,0,0,0
8,0,1,1,1,0,0,1,1,1,0,0,1,1,0
8,0,1,1,1,0,0,1,1,1,0,0,1,1,0
6,0,1,1,0,0,0,0,1,1,0,0,1,1,0
5,0,1,1,0,0,0,0,1,0,0,1,1,0,0
6,0,0,1,0,0,1,0,1,1,0,0,1,1,0
6,0,1,1,0,0,0,0,1,0,1,1,0,1,0
7,0,1,1,0,0,1,1,1,1,1,0,0,0,0
7,0,1,1,1,0,0,1,1,1,0,0,1,0,0
9,0,1,1,1,0,1,1,1,1,1,0,1,0,0
8,0,1,1,1,0,1,1,1,0,1,0,0,1,0
6,0,1,1,0,0,1,1,1,1,0,0,0,0,0
7,0,1,1,1,0,0,1,1,1,0,0,1,0,0
7,0,1,1,0,0,0,1,1,1,1,0,0,1,0
9,0,1,1,0,0,1,1,1,1,1,0,1,1,0
6,0,1,1,0,0,0,1,1,1,0,0,1,0,0
,0,37,39,19,0,9,29,39,31,13,3,25,18,3
40 Turkers participated,,,,,,,,,,,,,,
0 gave only AI responses,,,,,,,,,,,,,,
"0 gave NAI response to Q1 (main clause, no nominal app)",,,,,,,,,,,,,,
0 gave NAI responses to Q5 (main clause with nom app),,,,,,,,,,,,,,
Results:,,
39 out of 40,98%,"expressive, sentence-medial nominal appositive"
37 out of 40,93%,sentence-medial NRRC
31 out of 40,78%,complement of annoyed
29 out of 40,73%,complement of glad
25 out of 40,63%,again
19 out of 40,48%,main clause of discover
18 out of 40,45%,complement of discover
13 out of 40,33%,VP implication of smart
9 out of 40,23%,VP implication of stupid
3 out of 40 ,8%,"main clause of annoyed, main clause of glad"
0 out of 40,0%,main clauses
