HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",336KAV9KYQTYKYKYBQ9W34DEA0D2YP,A1OF9XF73N3IL7,Approved,"Tue Mar 31 08:05:11 PDT 2015","Tue Mar 31 08:06:30 PDT 2015",AI,NAI,AI,AI,NAI,AI,AI,AI,AI,NAI,AI,NAI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",34QN5IT0TZSC9IQ2JZ7OL3WXKNQ08P,A32QJF67JMJFKX,Approved,"Tue Mar 31 08:03:44 PDT 2015","Tue Mar 31 08:07:45 PDT 2015",AI,NAI,AI,AI,AI,AI,NAI,AI,AI,AI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",34T446B1C0FELLGF0BNTNPSGAEB0CV,A1NF1GLV9U6UD5,Approved,"Tue Mar 31 08:04:48 PDT 2015","Tue Mar 31 08:07:58 PDT 2015",AI,AI,AI,AI,AI,AI,NAI,NAI,AI,NAI,NAI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",320DUZ38G7NY43X6O5TIVLSR7F9GJS,AH7HHYWHK738C,Approved,"Tue Mar 31 08:06:00 PDT 2015","Tue Mar 31 08:08:30 PDT 2015",AI,AI,NAI,AI,AI,NAI,AI,NAI,AI,NAI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3ZSANO2JCF8LP6K10FWE51J22JLSFK,A2UIGDOLX5RV95,Approved,"Tue Mar 31 08:04:15 PDT 2015","Tue Mar 31 08:08:50 PDT 2015",AI,NAI,AI,AI,AI,AI,NAI,NAI,AI,AI,NAI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3VSOLARPKBA84F897EVLNXPF75S39C,AK81F0NOBFJS3,Approved,"Tue Mar 31 08:06:42 PDT 2015","Tue Mar 31 08:09:03 PDT 2015",AI,NAI,AI,AI,AI,AI,AI,AI,NAI,NAI,AI,NAI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",378XPAWRUCE1Z10XKNG8NY2OW57IA6,A1T6QVMIXF74FF,Approved,"Tue Mar 31 08:04:15 PDT 2015","Tue Mar 31 08:09:28 PDT 2015",AI,NAI,AI,AI,AI,NAI,AI,AI,NAI,NAI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",34S6N1K2ZVKIZPGHBWNDW0HKQ4RLHY,AMS2DNBF8BGUM,Approved,"Tue Mar 31 08:07:19 PDT 2015","Tue Mar 31 08:09:36 PDT 2015",AI,NAI,AI,NAI,AI,NAI,NAI,AI,AI,AI,AI,NAI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3F6HPJW4JD1UVTPYWPR8I7SYZSDW2K,A6LILYEG29KD0,Approved,"Tue Mar 31 08:08:39 PDT 2015","Tue Mar 31 08:09:58 PDT 2015",AI,AI,NAI,AI,NAI,NAI,AI,AI,AI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3CPLWGV3MO0F8J1JPXF0WBNLCMI9NX,A1FBO95OVBYOH1,Approved,"Tue Mar 31 08:03:43 PDT 2015","Tue Mar 31 08:10:15 PDT 2015",AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3X66WABAJWJNJPVHLK1VFEB2BIN3G3,A2MU41AGDFODDC,Approved,"Tue Mar 31 08:08:46 PDT 2015","Tue Mar 31 08:10:16 PDT 2015",AI,AI,AI,AI,AI,NAI,NAI,NAI,NAI,NAI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3OSWBBLG1EYWN3S43J7BG9X95L8DX3,A1GOJEDZM2CQTN,Approved,"Tue Mar 31 08:04:16 PDT 2015","Tue Mar 31 08:10:45 PDT 2015",AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3MD9PLUKKIFUEAJWTV9Z9ZPERP8NZS,A3D4U1VY8VSDI6,Approved,"Tue Mar 31 08:06:46 PDT 2015","Tue Mar 31 08:11:30 PDT 2015",NAI,NAI,NAI,AI,AI,AI,NAI,NAI,AI,NAI,NAI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3XC1O3LBOSN84Y7CBQ42AJK81YMLT8,A2HCX55SX2NP1V,Approved,"Tue Mar 31 08:10:26 PDT 2015","Tue Mar 31 08:11:48 PDT 2015",AI,NAI,AI,AI,AI,NAI,NAI,AI,AI,AI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3G0WWMR1UVLL0II56ZQMI6DAMMNQN1,A1R0689JPSQ3OF,Approved,"Tue Mar 31 08:09:51 PDT 2015","Tue Mar 31 08:11:55 PDT 2015",AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3JZQSN0I3QBIZ1BA5F2XGN0ZE8SGFP,A1HU9IOTYXB4YY,Approved,"Tue Mar 31 08:05:09 PDT 2015","Tue Mar 31 08:12:56 PDT 2015",AI,AI,AI,NAI,AI,AI,NAI,AI,AI,AI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3NG53N1RLVKFXZUM0KME04X5SV1P8K,A1HWTTN3JEUNZY,Approved,"Tue Mar 31 08:11:59 PDT 2015","Tue Mar 31 08:13:00 PDT 2015",NAI,NAI,NAI,NAI,NAI,NAI,NAI,NAI,NAI,NAI,NAI,NAI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",386CSBG1OZNDTXCD7I45GVRORWXQ6Q,AF8WEE363EQAH,Approved,"Tue Mar 31 08:10:55 PDT 2015","Tue Mar 31 08:13:02 PDT 2015",AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",336KAV9KYQTYKYKYBQ9W34DEA0CY2K,ARVXIBUCA8WDZ,Approved,"Tue Mar 31 08:07:34 PDT 2015","Tue Mar 31 08:13:13 PDT 2015",AI,NAI,AI,AI,AI,NAI,NAI,AI,AI,AI,AI,AI,
3DFYDSXB2W1EN107I8DXAGYZ0ASJUM,"Language experiment","BatchId:1881154;",3G2UL9A02DF3NF7YBJVZG4ATM66679,A1W17OY3AO1B72,Approved,"Tue Mar 31 08:11:00 PDT 2015","Tue Mar 31 08:14:02 PDT 2015",AI,NAI,AI,AI,NAI,AI,NAI,AI,AI,NAI,NAI,AI,
